id,host_since,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
45598574,2013-2016,f,Unincorporated Areas,37.50272,-122.47058,Entire home/apt,Small groups,2.0,2.0503137606454507,282.0,30,1125,6,4.5,4.67,4.67,4.67,5.0,4.33,0.34
45599572,2013-2016,t,South San Francisco,37.6661,-122.40368,Entire home/apt,Small groups,2.0,2.0,175.0,31,1125,2,5.0,5.0,5.0,5.0,5.0,5.0,0.18
45617975,2013-2016,t,Pacifica,37.59623,-122.49393,Entire home/apt,Small groups,2.0,2.0,174.0,30,1125,1,5.0,5.0,5.0,5.0,5.0,5.0,0.05
45621453,2013-2016,t,other,37.47163,-122.27136,Entire home/apt,Couple,1.6826220231077575,1.0,174.0,3,30,48,4.98,4.96,5.0,4.98,4.88,4.9,2.32
45623458,2013-2016,t,East Palo Alto,37.4641,-122.14572,Private room,Single,1.0,1.0,67.0,4,28,15,4.4,4.4,4.33,4.53,4.2,4.53,0.95
45636813,2017-2020,t,San Bruno,37.62547,-122.41261,Entire home/apt,Small groups,2.0,3.0,110.0,15,180,7,5.0,5.0,5.0,4.86,5.0,4.86,0.36
45637085,2017-2020,t,Pacifica,37.62966,-122.48936,Entire home/apt,Small groups,1.0,2.0,241.0,2,21,43,4.93,4.88,4.98,4.98,4.84,4.88,4.56
45664289,2013-2016,f,San Carlos,37.510658,-122.264236,Entire home/apt,Couple,1.0,1.0,280.0,31,1125,1,5.0,5.0,5.0,5.0,5.0,5.0,0.06
45665356,2013-2016,f,San Mateo,37.568256,-122.317497,Entire home/apt,Couple,1.0,1.0,234.0,31,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45790736,2013-2016,t,San Carlos,37.50415,-122.27786,Entire home/apt,Single,1.0,1.0,125.0,30,75,19,5.0,5.0,5.0,5.0,4.79,4.89,1.01
45798438,2017-2020,f,San Francisco,37.71731,-122.46566,Private room,Couple,1.0,1.0,70.0,30,180,43,4.63,4.6,4.49,4.88,4.79,4.65,2.15
45805136,2009-2012,t,San Francisco,37.71137,-122.43826,Private room,Couple,1.0,1.0,85.0,2,7,111,5.0,4.99,4.99,4.98,4.84,4.96,5.56
45846820,2017-2020,f,South San Francisco,37.66198,-122.40771,Entire home/apt,Large Groups,5.0,8.0,210.0,2,1125,69,4.7,4.74,4.59,4.78,4.81,4.78,3.43
45849418,2009-2012,t,East Palo Alto,37.47062,-122.14795,Entire home/apt,Small groups,3.0,4.0,239.0,2,14,30,4.77,4.77,4.83,5.0,4.57,4.63,1.59
45850114,2013-2016,f,San Carlos,37.48714,-122.25106,Entire home/apt,Small groups,3.0,4.0,425.0,30,30,4,5.0,5.0,5.0,5.0,5.0,5.0,0.34
45866722,2017-2020,f,San Bruno,37.63277,-122.41328,Entire home/apt,Couple,1.0,2.0,99.0,3,1125,22,4.68,4.77,4.73,4.95,4.82,4.91,1.16
45881997,2013-2016,t,Pacifica,37.58654,-122.46879,Entire home/apt,Couple,1.0,1.0,126.0,2,1125,189,4.99,4.98,5.0,4.98,4.96,4.91,9.36
45887853,2013-2016,f,San Carlos,37.510357,-122.263947,Entire home/apt,Small groups,2.0,2.0,546.0,31,1125,1,4.0,4.0,5.0,1.0,5.0,3.0,0.06
45936409,2017-2020,f,Daly City,37.69438,-122.46823,Entire home/apt,Large Groups,5.0,9.0,417.0,2,1125,43,4.79,4.84,4.81,4.95,4.81,4.79,2.19
45943859,2017-2020,t,other,37.68365,-122.4038,Entire home/apt,Small groups,1.0,2.0,125.0,30,30,52,4.94,4.94,4.94,4.98,4.9,4.98,2.6
45957530,2017-2020,f,Daly City,37.69392,-122.46615,Entire home/apt,Small groups,2.0,4.0,192.0,2,1125,43,4.84,4.95,5.0,5.0,4.81,4.84,2.2
45958882,2017-2020,f,Daly City,37.69486,-122.46843,Entire home/apt,Medium groups,3.0,5.0,302.0,2,1125,52,4.98,4.96,4.94,4.98,4.87,4.88,2.69
45961776,2017-2020,f,South San Francisco,37.65929,-122.4074,Entire home/apt,Medium groups,3.0,3.0,222.0,3,1125,80,4.73,4.75,4.71,4.9,4.55,4.68,4.29
45979512,2017-2020,f,San Mateo,37.56874,-122.3074,Entire home/apt,Couple,1.0,1.0,99.0,7,60,21,4.43,4.71,4.52,4.67,4.67,4.52,1.07
45996800,2017-2020,f,San Francisco,37.71964,-122.46543,Private room,Single,1.0,1.0,63.0,30,360,27,4.74,4.81,4.81,4.78,4.67,4.74,1.35
46006058,2017-2020,t,Unincorporated Areas,37.44847,-122.16498,Entire home/apt,Small groups,1.0,1.0,165.0,3,1125,53,4.77,4.89,4.85,4.94,4.98,4.75,2.82
46006560,2017-2020,t,Unincorporated Areas,37.44862,-122.16578,Entire home/apt,Couple,1.6826220231077575,1.0,142.0,3,1125,32,4.75,4.75,4.78,5.0,5.0,4.63,1.72
46006648,2017-2020,t,Unincorporated Areas,37.44654,-122.16509,Entire home/apt,Couple,1.0,1.0,195.0,3,1125,46,4.74,4.76,4.78,4.93,4.98,4.76,2.37
46006814,2017-2020,t,Unincorporated Areas,37.44647,-122.16444,Entire home/apt,Small groups,2.0,2.0,293.0,3,1125,62,4.76,4.76,4.79,4.9,5.0,4.55,3.14
46006931,2017-2020,t,Unincorporated Areas,37.44671,-122.16601,Entire home/apt,Couple,1.6826220231077575,1.0,193.0,3,1125,41,4.95,4.9,4.93,5.0,5.0,4.78,2.46
46012410,2017-2020,t,Unincorporated Areas,37.4729,-122.20098,Entire home/apt,Medium groups,3.0,3.0,186.0,2,1125,35,4.77,4.77,4.91,4.91,4.86,4.86,1.97
46012625,2017-2020,t,Unincorporated Areas,37.47123,-122.19943,Entire home/apt,Medium groups,3.0,4.0,228.0,2,1125,58,4.95,4.95,4.97,4.98,4.81,4.88,2.92
46012767,2017-2020,t,Unincorporated Areas,37.47278,-122.20167,Entire home/apt,Large Groups,6.0,7.0,512.0,2,1125,27,4.89,4.85,4.85,5.0,4.74,4.74,1.45
46013161,2021-2022,f,Millbrae,37.58936,-122.40012,Entire home/apt,Medium groups,3.0,3.0,476.0,2,1125,33,4.42,4.52,4.61,4.76,4.73,4.27,1.69
46027889,2013-2016,t,East Palo Alto,37.4628,-122.14398,Private room,Single,1.0,1.0,58.0,4,28,25,4.88,4.96,4.76,4.96,4.6,5.0,1.28
46049093,2013-2016,t,San Carlos,37.49659,-122.26889,Entire home/apt,Small groups,2.0,2.0,175.0,2,365,13,5.0,4.92,4.92,5.0,5.0,4.92,0.67
46068744,2017-2020,t,San Mateo,37.5324,-122.28913,Entire home/apt,Small groups,1.0,2.0,162.0,2,1125,53,4.91,4.92,4.96,4.92,4.87,4.81,2.85
46085639,2013-2016,t,San Carlos,37.50021,-122.27271,Entire home/apt,Couple,1.0,1.0,131.0,14,1125,6,4.83,4.67,4.83,5.0,4.17,4.5,0.44
46103983,2013-2016,t,other,37.54009,-122.51683,Entire home/apt,Medium groups,4.0,6.0,700.0,2,1125,30,4.8,4.87,4.77,5.0,4.93,4.6,1.53
46117908,2009-2012,t,San Mateo,37.56733,-122.31756,Private room,Single,1.0,1.0,101.0,1,30,7,5.0,5.0,5.0,5.0,4.86,4.86,0.36
46119132,2009-2012,t,San Mateo,37.56858,-122.31597,Private room,Single,1.0,1.0,69.0,1,1125,11,5.0,5.0,5.0,5.0,5.0,4.91,0.56
46126371,2017-2020,t,Unincorporated Areas,37.23215,-122.40649,Entire home/apt,Small groups,1.0,1.0,279.0,2,7,60,4.97,4.97,4.98,4.95,4.98,4.87,3.08
46155190,2013-2016,f,Unincorporated Areas,37.47976,-122.26564,Private room,Single,1.0,1.0,120.0,3,14,3,5.0,5.0,5.0,5.0,5.0,5.0,0.16
46155276,2017-2020,f,Pacifica,37.59749,-122.48076,Entire home/apt,Small groups,2.0,3.0,105.0,60,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46172880,2013-2016,f,San Carlos,37.51016,-122.28155,Entire home/apt,Couple,1.0,1.0,195.0,2,30,28,4.96,5.0,5.0,5.0,4.82,4.93,1.62
46198184,2013-2016,t,Redwood City,37.47067,-122.22161,Private room,Couple,1.0,1.0,100.0,2,100,2,4.5,5.0,5.0,5.0,5.0,4.5,0.18
46208430,2013-2016,f,San Mateo,37.567497,-122.31778,Entire home/apt,Couple,1.0,1.0,273.0,31,1125,1,5.0,5.0,5.0,5.0,5.0,4.0,0.28
46216027,2017-2020,t,Palo Alto,37.45062,-122.16526,Entire home/apt,Medium groups,3.0,7.0,384.0,2,1125,34,4.85,4.82,4.82,4.91,5.0,4.53,1.76
46222334,2017-2020,f,Daly City,37.69223,-122.47284,Entire home/apt,Medium groups,4.0,5.0,238.0,2,1125,96,4.68,4.74,4.68,4.86,4.75,4.74,4.92
46258983,2017-2020,t,Pacifica,37.63541,-122.49055,Entire home/apt,Medium groups,3.0,4.0,304.0,2,365,89,4.98,4.97,5.0,5.0,4.92,4.87,6.99
46359351,2021-2022,f,Millbrae,37.58956,-122.40035,Entire home/apt,Medium groups,3.0,5.0,498.0,2,1125,2,4.0,4.0,4.0,5.0,5.0,4.0,0.12
46386191,2017-2020,t,Palo Alto,37.44622,-122.15198,Entire home/apt,Medium groups,3.0,5.0,349.0,2,1125,40,5.0,4.9,4.93,4.98,5.0,4.9,2.11
46402486,2017-2020,t,other,37.21755,-122.34524,Entire home/apt,Large Groups,5.0,23.0,,2,27,4,5.0,5.0,4.25,5.0,5.0,5.0,0.25
46421145,2009-2012,f,Burlingame,37.57413,-122.38853,Entire home/apt,Couple,1.0,1.0,194.0,2,1125,46,4.85,4.8,4.93,4.93,4.89,4.76,2.41
46472241,2013-2016,f,Burlingame,37.58516,-122.36578,Entire home/apt,Couple,1.6826220231077575,4.0,119.0,1,1125,8,3.88,4.0,4.13,4.75,4.75,4.0,4.14
46475530,2017-2020,t,Palo Alto,37.43468,-122.12838,Private room,Couple,1.0,1.0,70.0,1,1125,10,4.7,4.9,5.0,4.9,4.8,4.8,0.55
46516293,2013-2016,t,Pacifica,37.65173,-122.47686,Entire home/apt,Small groups,4.0,3.0,382.0,3,60,97,4.93,4.94,4.91,4.96,4.91,4.8,5.65
46526776,2013-2016,t,Pacifica,37.63359,-122.49303,Entire home/apt,Medium groups,6.0,7.0,950.0,3,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46549103,2009-2012,t,San Francisco,37.71419,-122.46089,Entire home/apt,Small groups,3.0,3.0,368.0,2,1125,31,4.84,4.81,4.9,4.97,4.68,4.77,2.0
46601098,2013-2016,t,Redwood City,37.48576,-122.26002,Entire home/apt,Small groups,2.0,3.0,147.0,1,1125,68,4.59,4.72,4.88,4.81,4.75,4.74,3.68
46601484,2017-2020,t,Unincorporated Areas,37.50663,-122.46752,Entire home/apt,Couple,1.0,1.0,182.0,2,1125,63,4.95,4.95,4.9,4.92,4.94,4.86,4.43
46615002,2009-2012,f,San Bruno,37.61556,-122.43826,Entire home/apt,Medium groups,3.0,3.0,339.0,2,1125,16,4.81,4.88,4.69,4.69,4.88,4.88,1.24
46783296,2013-2016,f,South San Francisco,37.65567,-122.41804,Entire home/apt,Medium groups,4.0,5.0,279.0,20,180,20,4.85,4.9,4.65,4.8,4.95,4.6,1.09
46791626,2013-2016,f,San Carlos,37.49445,-122.28446,Entire home/apt,Small groups,5.0,4.0,450.0,3,120,2,1.0,3.0,3.0,1.0,1.0,2.0,0.12
46797138,2013-2016,f,San Francisco,37.72066,-122.45162,Private room,Single,1.0,1.0,45.0,120,1125,2,4.5,4.0,4.5,4.5,5.0,5.0,0.16
46853036,2017-2020,f,Daly City,37.6963,-122.46255,Entire home/apt,Small groups,2.0,4.0,123.0,2,1125,5,4.4,4.4,4.2,5.0,4.2,4.4,1.4
46919971,2017-2020,t,other,37.53496,-122.51764,Entire home/apt,Small groups,2.0,4.0,246.0,1,365,33,4.85,4.79,4.79,4.79,5.0,4.67,1.93
46921886,2017-2020,t,other,37.53491,-122.51904,Entire home/apt,Medium groups,2.0,12.0,450.0,1,365,12,5.0,5.0,4.42,5.0,5.0,5.0,0.78
46927956,2013-2016,t,other,37.46626,-122.27531,Entire home/apt,Small groups,2.0,2.0,250.0,28,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46964204,2017-2020,t,other,37.53694,-122.5178,Entire home/apt,Large Groups,4.0,14.0,671.0,1,365,13,4.46,4.77,4.46,4.77,5.0,4.31,0.79
46967188,2013-2016,t,Half Moon Bay,37.4939,-122.45419,Entire home/apt,Small groups,2.0,5.0,380.0,1,1125,86,4.9,4.91,4.95,4.93,4.74,4.64,5.25
46988931,2017-2020,t,Daly City,37.70278,-122.46983,Entire home/apt,Medium groups,5.0,7.0,510.0,2,20,55,5.0,4.98,4.98,4.98,4.87,4.98,3.29
46993644,2009-2012,t,South San Francisco,37.64103,-122.46053,Entire home/apt,Large Groups,5.0,10.0,408.0,2,1125,43,4.95,4.95,4.86,4.95,4.88,4.91,2.35
47058546,2013-2016,f,Palo Alto,37.44656,-122.13716,Entire home/apt,Medium groups,4.0,5.0,395.0,7,365,8,5.0,5.0,5.0,5.0,5.0,4.75,1.92
47103245,2017-2020,f,other,37.43569,-122.32052,Entire home/apt,Medium groups,3.0,6.0,359.0,3,14,44,4.86,4.77,4.93,4.98,4.86,4.8,2.57
47157179,2021-2022,f,Daly City,37.70073,-122.41892,Entire home/apt,Large Groups,5.0,5.0,580.0,2,1125,31,4.94,4.9,4.87,4.94,4.74,4.81,1.78
47162945,2013-2016,t,Belmont,37.51969,-122.29555,Entire home/apt,Couple,1.6826220231077575,1.0,239.0,1,27,33,4.97,4.94,5.0,4.97,4.94,4.79,2.55
47173809,2013-2016,t,Burlingame,37.57971,-122.33714,Entire home/apt,Small groups,2.0,2.0,244.0,2,1125,59,4.75,4.76,4.86,4.9,4.69,4.71,3.35
47193886,2013-2016,f,Palo Alto,37.44682,-122.16839,Entire home/apt,Couple,1.0,1.0,136.0,2,10,3,4.67,4.67,4.33,4.67,5.0,4.67,0.26
47195968,2013-2016,t,Half Moon Bay,37.51082,-122.4638,Entire home/apt,Small groups,2.0,3.0,193.0,2,7,42,4.95,4.88,4.98,4.98,4.86,4.81,2.88
47273102,2013-2016,t,Redwood City,37.469692,-122.2089,Entire home/apt,Small groups,2.0,2.0,316.0,1,365,8,5.0,5.0,5.0,5.0,5.0,4.88,6.32
47274251,2017-2020,t,Daly City,37.70304,-122.47969,Entire home/apt,Medium groups,4.0,4.0,249.0,30,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47274359,2017-2020,t,Daly City,37.70289,-122.48066,Private room,Single,1.0,1.0,60.0,31,1125,8,5.0,5.0,4.75,5.0,5.0,5.0,0.5
47274445,2017-2020,t,Daly City,37.7027,-122.48103,Private room,Single,1.0,1.0,59.0,31,1125,20,4.95,4.95,4.95,5.0,4.95,4.9,1.33
47274637,2017-2020,t,Daly City,37.70138,-122.48123,Private room,Single,1.0,1.0,59.0,31,1125,8,5.0,5.0,5.0,5.0,5.0,5.0,0.51
47274772,2017-2020,t,Daly City,37.70242,-122.48114,Private room,Single,1.0,1.0,63.0,31,1125,6,5.0,5.0,4.67,5.0,5.0,5.0,0.55
47295017,2013-2016,f,South San Francisco,37.65363,-122.41443,Entire home/apt,Small groups,2.0,2.0,125.0,1,5,58,4.41,4.67,4.66,4.6,4.74,4.47,3.33
47312982,2017-2020,f,Redwood City,37.46651,-122.22858,Entire home/apt,Couple,1.0,1.0,172.0,5,60,5,5.0,5.0,5.0,5.0,4.8,5.0,0.45
47318515,2013-2016,t,Daly City,37.6921,-122.46773,Entire home/apt,Small groups,2.0,2.0,166.0,2,180,68,4.93,4.96,4.85,4.97,4.81,4.9,3.85
47355638,2013-2016,f,Belmont,37.52389,-122.2746,Entire home/apt,Couple,1.0,1.0,192.0,30,365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47363997,2013-2016,f,South San Francisco,37.64133,-122.45114,Private room,Couple,1.0,1.0,47.0,60,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47420005,2017-2020,f,San Carlos,37.49592,-122.28583,Entire home/apt,Single,1.0,1.0,89.0,1,1125,6,4.83,4.83,4.83,4.67,4.83,4.83,0.38
47450734,2017-2020,f,San Carlos,37.49692,-122.28388,Entire home/apt,Single,1.6826220231077575,1.0,85.0,1,90,8,4.5,4.5,4.5,4.88,4.88,4.63,1.58
47509840,2017-2020,t,Menlo Park,37.48743,-122.18284,Entire home/apt,Small groups,2.0,2.0,299.0,2,1125,23,5.0,5.0,5.0,4.96,4.91,4.83,3.35
47535802,2013-2016,t,Unincorporated Areas,37.54203,-122.51578,Entire home/apt,Medium groups,4.0,5.0,499.0,4,14,24,4.88,4.88,4.92,4.88,4.75,4.71,3.79
47732309,2021-2022,f,San Bruno,37.62363,-122.4129,Entire home/apt,Small groups,1.0,1.0,156.0,1,1125,55,4.75,4.87,4.82,4.87,4.82,4.71,3.25
47732438,2017-2020,f,San Francisco,37.71574,-122.47371,Private room,Single,1.0,2.0,56.0,30,90,2,3.0,3.0,3.0,3.0,5.0,3.0,0.28
47751493,2017-2020,t,Redwood City,37.49488,-122.24272,Entire home/apt,Medium groups,3.0,3.0,283.0,20,1125,14,4.93,4.79,4.86,4.93,4.36,4.64,1.09
47801653,2013-2016,f,Unincorporated Areas,37.4468,-122.1516,Entire home/apt,Couple,1.0,1.0,206.0,31,365,3,5.0,5.0,5.0,4.67,5.0,5.0,0.23
47801659,2013-2016,f,Unincorporated Areas,37.44478,-122.15286,Entire home/apt,Couple,1.0,1.0,218.0,31,365,1,3.0,4.0,3.0,5.0,5.0,2.0,0.12
47801664,2013-2016,f,Unincorporated Areas,37.44693,-122.15309,Entire home/apt,Couple,1.0,1.0,227.0,31,365,1,5.0,5.0,5.0,5.0,5.0,4.0,0.16
47801668,2013-2016,f,Unincorporated Areas,37.44616,-122.15365,Entire home/apt,Couple,1.0,1.0,226.0,31,365,3,4.67,4.67,5.0,5.0,5.0,4.33,0.21
47820166,2013-2016,t,Pacifica,37.62976,-122.48422,Entire home/apt,Couple,1.6826220231077575,1.0,140.0,1,7,139,4.91,4.95,4.94,4.94,4.91,4.88,8.24
47832115,2017-2020,t,Half Moon Bay,37.45869,-122.4413,Entire home/apt,Medium groups,4.0,5.0,668.0,2,180,35,4.97,4.97,4.94,4.97,4.94,4.77,2.28
47832293,2017-2020,t,Pacifica,37.6316,-122.49011,Entire home/apt,Medium groups,4.0,5.0,572.0,1,90,39,4.79,4.82,4.85,4.82,4.79,4.59,2.44
47857629,2013-2016,t,San Francisco,37.71957,-122.45192,Private room,Couple,1.0,1.0,145.0,2,60,24,4.96,4.92,4.83,5.0,4.88,4.92,1.48
47888367,2009-2012,f,Foster City,37.56329,-122.26943,Entire home/apt,Couple,1.0,1.0,195.0,2,14,2,5.0,5.0,4.5,5.0,5.0,4.5,0.13
47905671,2017-2020,f,East Palo Alto,37.46885,-122.13158,Entire home/apt,Small groups,1.6826220231077575,1.0,98.0,1,1125,6,4.83,4.67,5.0,4.67,5.0,4.67,0.37
47918246,2013-2016,f,San Mateo,37.568256,-122.317497,Entire home/apt,Couple,1.0,1.0,268.0,31,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47926266,2017-2020,f,other,37.68576,-122.40036,Entire home/apt,Small groups,2.0,4.0,115.0,31,365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47928655,2009-2012,t,Unincorporated Areas,37.49614,-122.4619,Entire home/apt,Medium groups,4.0,6.0,194.0,1,1125,61,4.93,4.84,4.95,4.97,4.95,4.7,3.73
47929611,2009-2012,f,South San Francisco,37.64131,-122.45469,Entire home/apt,Couple,1.6826220231077575,1.0,165.0,1,1125,5,5.0,5.0,5.0,5.0,5.0,5.0,0.95
47952799,2009-2012,t,Daly City,37.68976,-122.46234,Entire home/apt,Medium groups,2.0,10.0,249.0,30,100,3,4.67,5.0,4.33,5.0,5.0,5.0,0.2
47959230,2013-2016,f,Unincorporated Areas,37.44732,-122.15773,Entire home/apt,Small groups,1.0,2.0,200.0,3,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47978026,2013-2016,f,Pacifica,37.64993,-122.4831,Entire home/apt,Small groups,2.0,2.0,129.0,4,28,91,4.69,4.64,4.62,4.85,4.9,4.75,5.58
47982786,2017-2020,f,Pacifica,37.59526,-122.51146,Entire home/apt,Couple,1.0,4.0,225.0,2,1125,31,4.55,4.61,4.87,4.74,4.81,4.35,1.97
48016391,2013-2016,f,San Mateo,37.54961766964539,-122.313830941306,Shared room,Single,1.0,1.0,237.0,1,365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48036374,2013-2016,f,Palo Alto,37.449039,-122.165169,Entire home/apt,Couple,1.0,1.0,203.0,31,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48036771,2013-2016,f,Palo Alto,37.449039,-122.165169,Entire home/apt,Couple,1.0,1.0,203.0,31,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48043409,2013-2016,f,Daly City,37.70294,-122.46886,Private room,Single,1.0,1.0,45.0,120,1125,5,4.2,4.6,4.8,4.8,5.0,4.4,0.34
48043500,2013-2016,f,Daly City,37.70427,-122.46843,Private room,Single,1.0,1.0,43.0,120,1125,2,5.0,5.0,5.0,5.0,4.0,4.5,0.15
48043568,2013-2016,f,Daly City,37.70237,-122.4668,Private room,Single,1.0,1.0,43.0,30,1125,4,4.75,4.75,4.25,4.75,4.25,4.75,0.27
48046614,2021-2022,t,East Palo Alto,37.46348,-122.14731,Entire home/apt,Couple,1.0,2.0,113.0,7,1125,4,5.0,5.0,5.0,5.0,5.0,5.0,0.25
48048030,2013-2016,f,Palo Alto,37.448902,-122.165009,Entire home/apt,Couple,1.0,1.0,197.0,31,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48058222,2017-2020,f,Daly City,37.68925,-122.49208,Entire home/apt,Small groups,2.0,4.0,254.0,2,365,31,4.71,4.65,4.68,4.87,4.87,4.61,1.96
48073721,2013-2016,f,Foster City,37.56375,-122.25846,Entire home/apt,Medium groups,4.0,4.0,258.0,30,1125,2,3.5,4.0,2.5,4.5,5.0,2.5,0.2
48112156,2021-2022,f,Daly City,37.70289,-122.48108,Private room,Couple,1.0,2.0503137606454507,58.0,1,6,48,4.63,4.81,4.71,4.63,4.9,4.69,3.14
48118729,2013-2016,t,Daly City,37.67354,-122.48635,Entire home/apt,Small groups,1.0,2.0,160.0,2,1125,54,5.0,4.98,5.0,5.0,4.94,4.94,3.31
48122819,2021-2022,f,Pacifica,37.63213,-122.49109,Private room,Small groups,1.0,2.0,187.0,1,1125,17,4.24,4.65,4.59,4.76,4.65,4.12,1.05
48131313,2009-2012,t,South San Francisco,37.65354,-122.41338,Entire home/apt,Small groups,2.0,2.0,113.0,30,1125,2,5.0,5.0,4.5,5.0,4.5,4.5,0.13
48143326,2013-2016,f,Palo Alto,37.44837,-122.1663,Entire home/apt,Couple,1.0,1.0,213.0,31,1125,1,5.0,5.0,5.0,5.0,5.0,5.0,0.51
48150867,2017-2020,t,Pacifica,37.61399,-122.48089,Entire home/apt,Large Groups,5.0,8.0,497.0,3,1125,34,4.79,4.91,4.59,4.91,4.94,4.59,2.22
48181953,2013-2016,t,Palo Alto,37.45053,-122.15316,Entire home/apt,Couple,1.0,1.0,151.0,4,60,6,4.83,4.83,4.67,5.0,5.0,4.33,0.44
48187600,2017-2020,f,South San Francisco,37.65657,-122.41866,Private room,Couple,1.0,1.0,69.0,1,1125,27,4.78,4.93,4.89,4.78,4.74,4.85,1.82
48198067,2009-2012,f,San Mateo,37.55278,-122.3076,Entire home/apt,Single,1.0,1.0,185.0,2,14,3,5.0,5.0,5.0,5.0,5.0,4.67,0.19
48209043,2009-2012,f,Foster City,37.56149884982306,-122.26971446602582,Entire home/apt,Couple,1.0,1.0,200.0,1,365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48209059,2009-2012,f,San Mateo,37.55368,-122.30781,Entire home/apt,Couple,1.6826220231077575,1.0,250.0,2,7,5,4.4,4.6,3.8,4.8,4.8,4.4,0.32
48216339,2013-2016,t,Half Moon Bay,37.45683,-122.43069,Private room,Couple,1.0,1.0,112.0,1,1125,160,4.86,4.84,4.71,4.98,4.94,4.79,10.13
48223943,2013-2016,f,San Carlos,37.510658,-122.26368,Entire home/apt,Couple,1.0,1.0,229.0,31,1125,1,5.0,5.0,5.0,4.0,5.0,4.0,0.07
48226091,2013-2016,f,San Carlos,37.509197,-122.26207,Entire home/apt,Small groups,2.0,2.0,362.0,31,1125,1,3.0,3.0,4.0,4.0,2.0,3.0,0.07
48272192,2009-2012,t,Unincorporated Areas,37.54274,-122.50821,Entire home/apt,Medium groups,3.0,6.0,391.0,1,1125,50,4.9,4.98,4.92,4.96,4.9,4.76,3.2
48302359,2017-2020,f,Daly City,37.70074,-122.48915,Entire home/apt,Medium groups,4.0,4.0,358.0,2,28,66,4.95,4.94,4.95,4.98,4.92,4.88,4.19
48314830,2017-2020,f,Redwood City,37.45011,-122.22297,Entire home/apt,Couple,1.6826220231077575,1.0,100.0,1,1125,4,4.75,5.0,5.0,5.0,5.0,4.75,0.26
48319115,2013-2016,t,Menlo Park,37.43929,-122.18427,Entire home/apt,Small groups,1.6826220231077575,3.0,260.0,5,90,32,5.0,5.0,5.0,4.97,5.0,4.88,2.12
48337149,2013-2016,f,Palo Alto,37.448788,-122.164986,Entire home/apt,Couple,1.0,1.0,235.0,31,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48344439,2017-2020,t,Daly City,37.70128,-122.48076,Private room,Couple,1.0,1.0,60.0,30,1125,8,4.88,4.88,4.5,4.88,5.0,4.63,0.57
48344539,2017-2020,t,Daly City,37.70149,-122.47936,Private room,Single,1.0,1.0,54.0,30,1125,8,4.63,4.75,4.75,5.0,4.88,4.63,0.64
48389722,2013-2016,f,San Bruno,37.63103,-122.45311,Entire home/apt,Small groups,3.0,3.0,249.0,21,180,22,4.59,4.68,4.59,4.91,4.77,4.68,1.58
48451517,2021-2022,t,Daly City,37.68568,-122.4931,Entire home/apt,Medium groups,3.0,4.0,312.0,2,35,58,4.98,4.97,4.97,4.98,4.91,4.98,4.34
48503190,2009-2012,t,East Palo Alto,37.45978,-122.14339,Entire home/apt,Small groups,1.6826220231077575,4.0,100.0,2,28,40,4.88,4.88,4.9,5.0,4.65,4.88,3.35
48528084,2021-2022,t,Belmont,37.52412,-122.28786,Shared room,Single,1.0,1.0,40.0,3,1125,14,4.86,5.0,4.93,5.0,4.93,4.86,0.97
48528354,2021-2022,t,Belmont,37.52505,-122.28779,Shared room,Single,1.0,1.0,36.0,3,1125,19,4.95,4.84,4.68,4.95,4.74,4.84,1.41
48528550,2021-2022,t,Belmont,37.52441,-122.286,Private room,Single,4.0,7.0,60.0,3,1125,22,4.86,4.91,5.0,5.0,4.95,4.91,1.45
48532552,2013-2016,t,Burlingame,37.58213,-122.36608,Entire home/apt,Small groups,2.0,3.0,268.0,4,14,27,4.85,4.89,4.93,5.0,4.96,4.81,1.82
48553434,2013-2016,t,Daly City,37.70655,-122.45189,Private room,Single,1.0,1.0,120.0,90,365,4,5.0,5.0,5.0,5.0,4.75,4.75,0.29
48586616,2013-2016,t,Daly City,37.70579,-122.45762,Entire home/apt,Medium groups,3.0,3.0,379.0,1,1125,18,4.89,4.94,5.0,4.94,4.56,4.78,1.27
48588031,2013-2016,f,Millbrae,37.59779,-122.38606,Private room,Couple,1.0,1.0,169.0,1,365,66,4.39,4.45,4.67,4.48,4.44,4.41,4.38
