id,host_since,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
4952,2009-2012,t,Palo Alto,37.43932,-122.15741,Private room,Single,1.0,1.0,70.0,31,365,76,4.79,4.81,4.88,4.83,4.89,4.78,0.48
21373,2009-2012,t,Palo Alto,37.43972,-122.15532,Private room,Single,1.0,1.0,70.0,31,365,264,4.87,4.82,4.79,4.9,4.96,4.74,1.8
26622,2009-2012,f,Daly City,37.6949,-122.47517,Private room,Couple,1.0,1.0,150.0,3,7,255,4.96,4.96,4.97,4.95,4.73,4.92,1.75
39342,2009-2012,f,Pacifica,37.62972,-122.48739,Entire home/apt,Small groups,2.0,2.0,138.0,31,365,3,4.67,5.0,5.0,5.0,5.0,5.0,0.02
40560,2009-2012,t,Palo Alto,37.45379,-122.13867,Private room,Couple,1.0,1.0,115.0,2,100,139,4.91,4.94,4.95,4.95,4.94,4.83,0.97
55301,2009-2012,f,Menlo Park,37.46201,-122.15243,Entire home/apt,Small groups,1.0,1.0,119.0,31,730,48,4.92,4.92,4.9,4.96,4.85,4.83,0.36
62799,2009-2012,t,Palo Alto,37.43934,-122.15723,Private room,Couple,1.0,4.0,77.0,31,365,148,4.89,4.89,4.83,4.91,4.96,4.78,1.52
63146,2009-2012,f,Menlo Park,37.44674,-122.18433,Entire home/apt,Medium groups,3.0,6.0,575.0,4,30,1,0.0,4.810538068334666,4.754580306698938,4.844059725585132,4.81085821899379,4.700320150659118,0.02
72211,2009-2012,t,other,37.3878,-122.20206,Entire home/apt,Medium groups,3.0,5.0,449.0,3,190,121,4.92,4.93,4.78,4.93,4.87,4.86,0.9
75284,2009-2012,t,Palo Alto,37.43923,-122.15745,Private room,Single,1.0,1.0,67.0,31,365,207,4.86,4.87,4.91,4.92,4.95,4.77,1.52
83584,2009-2012,f,Pacifica,37.63009,-122.48715,Entire home/apt,Couple,1.0,1.0,120.0,31,290,9,4.44,4.56,4.44,4.44,4.78,4.44,0.11
92921,2009-2012,f,Redwood City,37.47632,-122.18583,Private room,Couple,1.0,1.0,100.0,3,28,415,4.94,4.98,4.99,4.99,4.84,4.9,3.07
110825,2009-2012,f,other,37.71664,-122.38981,Entire home/apt,Small groups,2.0,2.0,120.0,30,730,9,4.71,5.0,4.56,4.89,4.33,4.78,0.07
123653,2009-2012,t,other,37.4597,-122.19563,Entire home/apt,Small groups,4.0,4.0,713.0,29,365,13,4.91,4.73,4.91,5.0,5.0,4.36,0.1
170293,2009-2012,f,San Carlos,37.51267,-122.25994,Private room,Couple,1.0,1.0,90.0,2,29,114,4.97,4.91,4.97,4.98,4.86,4.78,0.86
175322,2009-2012,f,Half Moon Bay,37.45712,-122.43771,Entire home/apt,Medium groups,4.0,5.0,175.0,30,365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208270,2009-2012,f,San Mateo,37.5328,-122.32216,Private room,Couple,1.0,2.0,80.0,28,1125,171,4.77,4.86,4.81,4.93,4.87,4.8,1.31
214303,2009-2012,t,Palo Alto,37.45378,-122.13855,Private room,Couple,1.0,1.0,125.0,2,90,59,4.92,4.98,4.97,4.95,5.0,4.9,0.45
236882,2009-2012,t,other,37.46251,-122.1971,Private room,Single,1.0,1.0,90.0,30,365,147,4.97,4.97,4.93,4.97,4.92,4.92,1.17
275617,2009-2012,f,San Carlos,37.5093,-122.26645,Private room,Couple,1.0,1.0,80.0,3,30,124,4.85,4.96,4.88,4.9,4.86,4.82,0.97
281339,2009-2012,f,San Carlos,37.5093,-122.26645,Private room,Couple,1.0,1.0,80.0,3,30,132,4.91,4.91,4.9,4.94,4.82,4.85,1.03
281472,2009-2012,f,San Carlos,37.5093,-122.26645,Private room,Couple,1.0,1.0,75.0,3,30,122,4.86,4.92,4.93,4.97,4.88,4.85,1.0
312514,2009-2012,t,Redwood City,37.48141,-122.24523,Entire home/apt,Couple,1.0,1.0,109.0,2,1125,296,4.98,4.99,4.98,4.96,4.97,4.92,2.35
313467,2009-2012,f,Menlo Park,37.46706,-122.16517,Entire home/apt,Small groups,1.0,2.0,,1,1125,10,4.7,4.78,4.78,4.8,5.0,4.3,0.14
342311,2009-2012,f,San Carlos,37.5093,-122.26645,Entire home/apt,Small groups,1.0,1.0,110.0,3,30,161,4.82,4.85,4.92,4.9,4.92,4.81,1.28
379347,2009-2012,t,Unincorporated Areas,37.47283,-122.2675,Private room,Couple,1.0,1.0,125.0,2,365,37,4.78,4.81,4.78,4.81,4.76,4.76,0.3
409560,2009-2012,f,San Francisco,37.72034,-122.46745,Private room,Couple,1.0,1.0,56.0,30,120,16,4.81,4.81,4.56,4.94,4.75,4.63,0.14
474107,2009-2012,t,San Francisco,37.72369,-122.42865,Private room,Small groups,3.0,4.0,70.0,2,1125,109,4.91,4.92,4.93,4.99,4.77,4.85,1.83
530857,2009-2012,t,San Francisco,37.71727,-122.43644,Private room,Single,1.0,1.0,100.0,2,1125,34,5.0,4.88,4.88,4.97,4.85,4.94,0.69
558059,2009-2012,f,Burlingame,37.59089,-122.37628,Private room,Couple,1.0,1.0,120.0,5,1125,214,4.62,4.52,4.41,4.78,4.79,4.61,1.78
606240,2009-2012,t,San Carlos,37.49677,-122.25305,Entire home/apt,Small groups,3.0,3.0,395.0,5,120,90,4.9,4.97,4.82,4.98,4.91,4.66,0.76
617211,2009-2012,t,South San Francisco,37.66259,-122.42252,Entire home/apt,Small groups,1.0,2.0,133.0,2,1125,362,4.85,4.95,4.81,4.91,4.8,4.83,3.07
624038,2009-2012,t,Menlo Park,37.43199,-122.19859,Entire home/apt,Small groups,2.0,2.0,438.0,28,365,108,4.85,4.84,4.7,4.97,4.9,4.71,0.91
631807,2009-2012,t,Foster City,37.56158,-122.25974,Entire home/apt,Single,1.0,1.0,80.0,5,365,26,4.96,4.92,4.96,5.0,4.96,4.92,0.22
633412,2009-2012,f,Burlingame,37.57957,-122.34964,Private room,Couple,1.0,1.0,98.0,1,365,433,4.89,4.92,4.91,4.93,4.95,4.85,3.76
634347,2009-2012,f,Half Moon Bay,37.51219,-122.46381,Entire home/apt,Small groups,3.0,3.0,650.0,2,90,92,4.9,4.89,4.96,4.92,4.82,4.75,0.77
637600,2009-2012,f,San Carlos,37.48902,-122.26575,Private room,Couple,1.0,1.0,99.0,5,1125,108,4.9,4.93,4.93,4.96,4.89,4.9,0.91
646496,2009-2012,f,Belmont,37.51376,-122.2947,Private room,Single,1.0,1.0,80.0,3,365,82,4.98,5.0,4.99,5.0,4.91,4.99,0.69
664068,2009-2012,f,San Mateo,37.52248,-122.34724,Entire home/apt,Medium groups,3.0,5.0,314.0,4,1125,62,4.59,4.56,4.78,4.78,4.85,4.6,0.54
706437,2009-2012,t,Menlo Park,37.43024,-122.19717,Entire home/apt,Couple,1.0,2.0,289.0,28,365,119,4.88,4.94,4.88,4.97,4.83,4.8,1.04
728576,2009-2012,f,Menlo Park,37.47485,-122.19859,Entire home/apt,Small groups,1.0,2.0,125.0,4,90,190,4.94,4.93,4.94,4.98,4.86,4.92,1.82
760743,2009-2012,f,San Bruno,37.61949,-122.41676,Entire home/apt,Couple,2.0,3.0,135.0,3,90,305,4.9,4.9,4.82,4.98,4.78,4.86,2.63
789518,2013-2016,f,Half Moon Bay,37.43028,-122.43763,Entire home/apt,Medium groups,5.0,6.0,,2,28,18,4.94,5.0,4.94,4.94,5.0,4.61,0.25
808914,2009-2012,t,Burlingame,37.58169,-122.36466,Entire home/apt,Couple,1.0,1.0,124.0,4,29,232,4.85,4.94,4.87,4.87,4.91,4.87,2.01
817957,2009-2012,f,Redwood City,37.4501,-122.22711,Private room,Couple,1.0,1.0,109.0,2,4,31,4.9,4.97,5.0,4.97,4.9,4.87,0.28
834958,2009-2012,t,Menlo Park,37.43476,-122.20706,Entire home/apt,Small groups,2.0,6.0,300.0,7,180,55,4.91,4.87,4.95,4.98,4.82,4.7,0.48
842458,2009-2012,t,other,37.47255,-122.26414,Private room,Couple,1.0,1.0,125.0,2,90,95,4.86,4.89,4.63,4.94,4.87,4.73,0.82
869562,2009-2012,t,Half Moon Bay,37.46422,-122.4305,Entire home/apt,Couple,1.0,1.0,171.0,7,180,270,4.71,4.74,4.89,4.93,4.91,4.62,2.36
896948,2013-2016,t,Menlo Park,37.45686,-122.18524,Private room,Single,1.0,1.0,120.0,1,1125,39,4.72,4.74,4.53,4.82,4.76,4.61,0.34
902703,2013-2016,f,other,37.45005,-122.24651,Entire home/apt,Small groups,3.0,3.0,400.0,7,30,2,5.0,5.0,5.0,5.0,5.0,5.0,0.02
912970,2013-2016,f,South San Francisco,37.65573,-122.41299,Entire home/apt,Small groups,1.0,2.0,188.0,2,90,183,4.73,4.76,4.74,4.77,4.61,4.73,1.67
915110,2009-2012,t,Unincorporated Areas,37.43648,-122.20891,Entire home/apt,Couple,1.0,1.0,100.0,14,120,118,4.84,4.9,4.85,4.95,4.9,4.78,1.05
926837,2009-2012,f,Redwood City,37.47735,-122.24064,Entire home/apt,Single,1.0,1.0,87.0,30,180,160,4.93,4.96,4.96,4.99,4.95,4.94,1.45
955458,2013-2016,f,other,37.46136,-122.19484,Entire home/apt,Couple,1.6826220231077575,1.0,150.0,2,120,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019374,2013-2016,f,Menlo Park,37.42926,-122.19288,Private room,Single,1.0,1.0,298.0,5,30,9,4.56,4.56,4.56,4.56,5.0,4.56,0.2
1076872,2013-2016,f,Pacifica,37.63988,-122.49301,Entire home/apt,Small groups,1.0,2.0,145.0,14,180,14,4.62,4.69,3.77,4.92,5.0,4.46,0.13
1076875,2009-2012,f,San Carlos,37.49035,-122.2617,Entire home/apt,Small groups,3.0,3.0,375.0,5,270,58,4.95,4.89,4.96,4.91,4.91,4.76,0.53
1079815,2013-2016,f,Unincorporated Areas,37.44692,-122.15868,Entire home/apt,Small groups,2.0,2.0,190.0,90,180,47,4.98,4.98,5.0,4.93,5.0,4.8,0.43
1144231,2013-2016,f,Menlo Park,37.47518,-122.19537,Private room,Couple,1.0,1.0,52.0,1,190,296,4.96,4.98,4.99,4.99,4.89,4.91,3.13
1237101,2013-2016,f,Redwood City,37.45721,-122.25617,Entire home/apt,Small groups,1.6826220231077575,2.0,128.0,1,180,137,4.72,4.81,4.82,4.93,4.71,4.62,1.25
1270828,2009-2012,t,Burlingame,37.58134,-122.33639,Entire home/apt,Small groups,1.0,2.0,171.0,3,17,342,4.97,4.93,4.97,4.99,4.96,4.91,3.15
1290326,2009-2012,f,Half Moon Bay,37.47908,-122.44294,Entire home/apt,Medium groups,3.0,3.0,385.0,2,14,188,4.67,4.8,4.62,4.8,4.74,4.55,1.73
1364787,2013-2016,f,Palo Alto,37.44973,-122.15081,Private room,Single,1.0,1.0,95.0,5,60,202,4.79,4.85,4.82,4.85,4.9,4.72,1.87
1397728,2009-2012,t,Unincorporated Areas,37.47131,-122.26648,Private room,Single,1.0,1.0,75.0,2,365,47,4.79,4.8,4.61,4.96,4.83,4.72,0.44
1398981,2009-2012,f,Palo Alto,37.45318,-122.16341,Entire home/apt,Small groups,1.0,2.0,340.0,2,1125,26,4.81,4.65,4.96,4.92,4.54,4.73,0.36
1461840,2013-2016,f,Belmont,37.51385,-122.27422,Private room,Couple,1.0,1.0,90.0,5,1125,23,4.87,5.0,4.96,5.0,4.91,4.96,0.68
1470340,2009-2012,t,San Francisco,37.70942,-122.43542,Entire home/apt,Couple,1.0,1.0,135.0,3,14,209,4.89,4.96,4.97,4.98,4.63,4.86,2.9
1479769,2013-2016,f,Palo Alto,37.43764,-122.15104,Entire home/apt,Couple,1.0,1.0,111.0,7,1125,116,4.91,4.93,4.84,4.98,4.95,4.82,1.09
1480111,2009-2012,f,San Mateo,37.54158,-122.3044,Private room,Single,1.0,1.0,80.0,4,1125,4,3.75,4.5,3.5,5.0,4.75,4.0,0.08
1483988,2013-2016,f,Palo Alto,37.44319,-122.12106,Entire home/apt,Couple,1.6826220231077575,1.0,170.0,1,1125,189,4.97,4.98,4.98,4.98,4.9,4.88,1.97
1488615,2009-2012,f,Redwood City,37.5346,-122.25436,Entire home/apt,Small groups,3.0,3.0,180.0,30,1125,60,4.75,4.74,4.66,4.97,4.78,4.71,0.56
1499978,2009-2012,f,Redwood City,37.47287,-122.21348,Entire home/apt,Small groups,2.0,3.0,179.0,4,1125,3,4.33,4.33,4.33,4.67,3.0,4.0,0.19
1510363,2013-2016,t,San Francisco,37.72817,-122.45077,Entire home/apt,Small groups,2.0,3.0,160.0,3,90,325,4.96,4.95,4.98,4.98,4.7,4.91,3.09
1526308,2009-2012,f,San Carlos,37.49034,-122.26702,Private room,Couple,1.0,1.0,99.0,5,1125,114,4.84,4.9,4.95,4.92,4.88,4.77,1.06
1526417,2009-2012,f,San Carlos,37.49049,-122.26697,Private room,Couple,1.0,1.0,99.0,5,1125,90,4.94,4.97,4.92,4.99,4.86,4.89,0.84
1550926,2013-2016,f,other,37.42154,-122.25038,Entire home/apt,Single,1.6826220231077575,1.0,113.0,6,1125,28,4.88,4.77,4.81,4.85,4.96,4.77,0.26
1618244,2009-2012,f,San Mateo,37.54372,-122.30486,Private room,Single,1.0,1.0,80.0,4,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1618250,2009-2012,f,San Mateo,37.54334,-122.30615,Private room,Single,1.0,1.0,80.0,4,1125,4,4.75,4.5,4.0,5.0,5.0,4.0,0.05
1620295,2013-2016,f,Belmont,37.52708,-122.28884,Private room,Single,1.0,1.0,75.0,2,15,10,5.0,4.9,4.9,5.0,4.7,4.9,0.09
1633173,2013-2016,f,San Francisco,37.72686,-122.42014,Private room,Couple,1.0,1.0,52.0,30,181,236,4.0,4.39,3.99,4.7,4.39,4.16,3.1
1633225,2013-2016,f,San Francisco,37.725260417696944,-122.41869653332944,Private room,Couple,1.0,1.0,70.0,30,100,145,4.45,4.7,4.39,4.85,4.48,4.53,1.37
1637293,2009-2012,t,Redwood City,37.47458,-122.23527,Entire home/apt,Small groups,2.0,2.0,238.0,30,1125,28,4.89,4.96,4.71,5.0,4.86,4.64,0.34
1645724,2009-2012,f,Daly City,37.71762,-122.46577,Private room,Single,1.0,1.0,40.0,365,1125,8,4.38,4.63,4.63,5.0,3.75,4.5,0.08
1651294,2013-2016,f,Menlo Park,37.41627,-122.18826,Private room,Couple,1.0,1.0,122.0,2,7,132,4.89,4.96,4.9,4.98,4.92,4.8,1.25
1672827,2009-2012,t,Menlo Park,37.458008,-122.154358,Entire home/apt,Couple,1.6826220231077575,2.0,145.0,2,29,246,4.9,4.92,4.83,4.96,4.9,4.81,2.32
1673486,2013-2016,f,Belmont,37.51691,-122.31836,Private room,Couple,1.0,1.0,59.0,1,1125,4,4.5,4.67,5.0,5.0,5.0,4.67,0.04
1691675,2013-2016,f,Palo Alto,37.43802,-122.15397,Entire home/apt,Couple,2.0,2.0,325.0,1,120,75,4.88,4.85,4.8,4.92,4.97,4.75,0.71
1696483,2013-2016,t,San Bruno,37.62107,-122.43252,Entire home/apt,Medium groups,3.0,3.0,314.0,2,1125,152,4.89,4.93,4.93,4.97,4.91,4.81,2.15
1700196,2013-2016,t,Daly City,37.70084,-122.48889,Entire home/apt,Couple,1.0,1.0,104.0,2,1125,341,4.79,4.89,4.84,4.92,4.8,4.7,3.22
1703959,2013-2016,f,other,37.2833,-122.18908,Entire home/apt,Small groups,2.0,3.0,339.0,3,10000,22,4.9,4.9,4.95,4.95,4.95,4.86,0.23
1738914,2013-2016,f,Palo Alto,37.44886,-122.16697,Entire home/apt,Small groups,3.0,4.0,425.0,4,21,8,5.0,5.0,4.71,5.0,5.0,4.86,0.1
1758525,2009-2012,f,Half Moon Bay,37.51068,-122.4748,Private room,Couple,1.0,2.0,119.0,2,30,35,4.97,4.97,5.0,5.0,4.94,4.91,0.38
1778252,2009-2012,f,Palo Alto,37.46199,-122.13616,Private room,Couple,1.0,1.0,100.0,21,730,21,5.0,4.95,5.0,4.95,4.48,4.71,0.22
1857408,2009-2012,f,Burlingame,37.58536,-122.38792,Private room,Couple,1.0,2.0503137606454507,150.0,3,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1872094,2013-2016,f,Menlo Park,37.46325,-122.15911,Entire home/apt,Small groups,3.0,5.0,400.0,31,1125,17,4.65,4.94,4.65,4.88,4.76,4.65,0.16
1925206,2013-2016,t,San Francisco,37.72253,-122.40874,Private room,Small groups,1.0,3.0,140.0,1,21,198,4.85,4.91,4.72,4.94,4.75,4.75,2.86
1959776,2013-2016,f,Palo Alto,37.44836,-122.15565,Entire home/apt,Couple,1.0,1.0,125.0,6,1125,49,4.45,4.59,4.37,4.51,4.98,4.55,0.57
2032240,2013-2016,f,Daly City,37.70129,-122.46084,Entire home/apt,Couple,1.0,1.0,60.0,30,180,308,4.81,4.88,4.93,4.86,4.72,4.79,2.97
2057722,2013-2016,f,Daly City,37.70126,-122.462,Private room,Single,1.0,1.0,46.0,30,180,170,4.83,4.93,4.91,4.92,4.79,4.8,2.22
2089441,2013-2016,f,other,37.439411,-122.238609,Entire home/apt,Couple,1.0,1.0,136.0,1,1125,208,4.72,4.76,4.69,4.96,4.9,4.72,2.19
2093695,2009-2012,f,San Francisco,37.72437,-122.47036,Private room,Couple,1.0,1.0,65.0,30,1125,52,4.61,4.82,4.75,4.73,4.53,4.57,0.51
2111028,2009-2012,t,Palo Alto,37.44176,-122.15485,Entire home/apt,Small groups,5.0,7.0,462.0,30,630,13,4.62,4.75,4.67,4.83,5.0,4.33,0.13
2139562,2013-2016,f,San Francisco,37.72816,-122.45817,Private room,Small groups,2.0,2.0,196.0,4,30,145,4.6,4.8,4.48,4.9,4.75,4.57,1.5
2142354,2009-2012,t,Menlo Park,37.43063,-122.19832,Entire home/apt,Single,1.0,1.0,269.0,3,365,89,4.89,4.94,4.9,4.99,4.9,4.85,0.87
2234256,2013-2016,f,San Francisco,37.71093,-122.38713,Entire home/apt,Small groups,1.0,1.0,130.0,90,180,13,4.38,5.0,4.69,4.5,4.75,4.75,0.13
2278262,2013-2016,t,other,37.46198,-122.26566,Entire home/apt,Couple,1.0,1.0,104.0,2,21,464,4.9,4.93,4.96,4.95,4.87,4.91,4.59
2285366,2013-2016,t,Menlo Park,37.46967,-122.16239,Private room,Couple,1.0,1.0,140.0,1,6,228,4.98,4.99,5.0,5.0,4.96,4.97,2.25
2299551,2013-2016,f,Menlo Park,37.46489,-122.20498,Entire home/apt,Couple,1.0,3.0,119.0,30,365,25,4.58,4.67,4.75,4.42,4.71,4.63,0.25
2304383,2013-2016,f,Burlingame,37.57758,-122.347,Private room,Single,1.0,1.0,55.0,5,28,4,5.0,5.0,5.0,5.0,5.0,5.0,0.11
2320887,2013-2016,t,East Palo Alto,37.46504,-122.13793,Entire home/apt,Small groups,2.0,3.0,251.0,2,1125,468,4.95,4.98,4.91,4.99,4.69,4.9,4.62
2381210,2013-2016,t,East Palo Alto,37.46444,-122.13819,Entire home/apt,Large Groups,3.0,7.0,261.0,2,1125,314,4.95,4.96,4.93,4.95,4.67,4.87,3.18
2387068,2013-2016,f,San Francisco,37.72563,-122.46025,Private room,Couple,1.0,1.0,86.0,3,90,82,4.85,4.91,4.91,4.93,4.82,4.74,0.82
2431952,2013-2016,t,Half Moon Bay,37.45797,-122.43596,Entire home/apt,Small groups,1.0,1.0,229.0,2,29,136,4.9,4.96,4.84,4.98,4.94,4.68,1.35
2432104,2009-2012,f,San Francisco,37.72813,-122.46919,Private room,Couple,1.0,1.0,60.0,30,1125,57,4.71,4.78,4.82,4.91,4.54,4.67,0.57
2496086,2013-2016,t,San Francisco,37.72787,-122.42126,Entire home/apt,Small groups,2.0,4.0,180.0,3,1125,288,4.87,4.94,4.9,4.94,4.65,4.81,3.13
2562034,2013-2016,t,San Francisco,37.72263,-122.46759,Entire home/apt,Small groups,1.0,1.0,165.0,30,210,49,4.88,4.92,4.88,4.94,4.78,4.91,0.76
2566174,2013-2016,t,other,37.51451,-122.51008,Entire home/apt,Small groups,1.0,2.0,240.0,2,31,253,4.9,4.9,4.92,4.94,4.97,4.75,2.53
2583020,2013-2016,f,East Palo Alto,37.45709,-122.13278,Private room,Single,1.0,1.0,97.0,7,120,6,5.0,5.0,5.0,5.0,4.67,4.67,0.1
2594454,2013-2016,t,Redwood City,37.47105,-122.25166,Entire home/apt,Small groups,1.0,2.0,125.0,4,1125,115,4.96,4.97,5.0,4.98,4.87,4.91,1.18
2594715,2013-2016,f,San Francisco,37.72209,-122.45024,Entire home/apt,Small groups,3.0,3.0,130.0,60,1125,4,4.75,4.75,4.75,4.5,4.0,4.75,0.04
2606217,2013-2016,f,Redwood City,37.53802840368695,-122.24243951024668,Private room,Couple,1.0,1.0,125.0,21,180,10,5.0,5.0,5.0,5.0,5.0,5.0,0.1
2608990,2013-2016,f,Daly City,37.66929,-122.49087,Entire home/apt,Small groups,3.0,3.0,329.0,2,1125,229,4.5,4.56,4.55,4.56,4.52,4.51,2.29
2625934,2013-2016,f,Redwood City,37.46954,-122.21197,Entire home/apt,Medium groups,3.0,5.0,290.0,7,30,10,4.89,4.78,4.89,4.89,4.0,4.38,0.1
2632537,2013-2016,f,Palo Alto,37.44346,-122.14858,Private room,Single,1.0,1.0,110.0,30,1125,113,4.73,4.89,4.77,4.88,4.9,4.64,1.14
2667129,2013-2016,t,San Carlos,37.50591,-122.28109,Entire home/apt,Small groups,2.0,3.0,260.0,1,7,21,4.76,4.81,4.86,4.95,4.9,4.76,0.74
2676760,2013-2016,f,Palo Alto,37.43655,-122.11712,Private room,Single,1.0,1.0,60.0,3,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2682566,2009-2012,t,Pacifica,37.64792,-122.47593,Entire home/apt,Medium groups,2.0,4.0,249.0,1,1125,251,4.79,4.9,4.74,4.88,4.78,4.71,5.76
2701872,2013-2016,f,Redwood City,37.53771,-122.2416,Entire home/apt,Small groups,2.0,2.0,210.0,18,230,9,4.88,4.63,5.0,5.0,5.0,4.63,0.09
2709053,2013-2016,f,Redwood City,37.47467,-122.24562,Private room,Single,1.0,1.0,75.0,30,1125,24,4.67,4.65,4.35,4.86,4.82,4.68,0.24
2802236,2013-2016,f,other,37.67859,-122.39746,Entire home/apt,Small groups,1.0,2.0,160.0,30,1125,278,4.84,4.91,4.87,4.92,4.81,4.82,2.83
2889893,2009-2012,t,other,37.57712,-122.37166,Entire home/apt,Couple,1.0,1.0,140.0,2,1125,670,4.94,4.97,4.96,4.98,4.94,4.91,6.8
3132652,2013-2016,f,East Palo Alto,37.44314,-122.11924,Entire home/apt,Small groups,2.0,2.0,403.0,21,365,1,5.0,5.0,5.0,5.0,5.0,5.0,0.01
3167740,2013-2016,f,Redwood City,37.47608,-122.24752,Private room,Single,1.0,1.0,60.0,30,1125,25,4.92,4.71,4.67,4.92,4.88,4.71,0.29
3194869,2009-2012,f,San Carlos,37.50439,-122.28152,Private room,Small groups,1.0,1.0,85.0,4,120,72,4.79,4.74,4.85,4.79,4.85,4.78,0.75
3292043,2013-2016,t,Menlo Park,37.46472,-122.17104,Private room,Couple,1.0,1.0,125.0,6,1125,139,4.86,4.88,4.91,4.99,4.93,4.86,1.46
3383950,2013-2016,f,Daly City,37.70579,-122.453,Private room,Single,1.0,1.0,450.0,1,1125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3395067,2009-2012,f,Burlingame,37.58272,-122.34841,Private room,Couple,1.0,2.0,89.0,1,1125,54,4.87,4.83,4.93,4.93,4.89,4.83,0.56
3442668,2013-2016,f,Daly City,37.702286,-122.461288,Private room,Single,1.0,1.0,70.0,30,90,6,4.67,4.67,4.0,4.67,4.67,4.67,0.11
3577748,2009-2012,f,Millbrae,37.60054,-122.40905,Entire home/apt,Couple,1.0,1.0,111.0,1,3,885,4.77,4.86,4.94,4.81,4.85,4.82,9.29
3638801,2013-2016,t,other,37.2139,-122.40797,Entire home/apt,Medium groups,5.0,6.0,596.0,4,1125,112,4.88,4.95,4.77,5.0,4.98,4.82,1.17
3689368,2013-2016,f,San Francisco,37.72826,-122.39731,Entire home/apt,Small groups,2.0,3.0,220.0,2,1125,325,4.62,4.68,4.35,4.89,4.47,4.57,3.4
3769292,2013-2016,f,San Bruno,37.62881,-122.40745,Private room,Couple,1.0,1.0,75.0,1,1125,273,4.88,4.94,4.93,4.96,4.88,4.81,3.66
3822252,2013-2016,t,San Mateo,37.57627,-122.30992,Private room,Couple,1.0,1.0,65.0,1,180,95,4.76,4.84,4.76,4.82,4.78,4.69,1.01
3843683,2013-2016,t,Menlo Park,37.4448,-122.18988,Entire home/apt,Couple,1.0,1.0,159.0,3,1125,198,4.86,4.96,4.9,4.92,4.95,4.79,2.08
3932084,2013-2016,f,Daly City,37.69034,-122.4945,Entire home/apt,Couple,1.0,1.0,97.0,1,7,2,5.0,5.0,5.0,5.0,5.0,5.0,1.87
4015691,2013-2016,f,Menlo Park,37.4758,-122.1967,Private room,Couple,1.0,1.0,51.0,1,100,310,4.96,4.98,4.98,4.97,4.89,4.91,3.28
4023585,2017-2020,f,Daly City,37.72046,-122.45773,Entire home/apt,Small groups,3.0,3.0,225.0,30,120,31,4.55,4.48,4.14,4.72,4.14,4.21,0.33
4039061,2013-2016,f,Redwood City,37.45115,-122.2367,Entire home/apt,Couple,1.0,1.0,98.0,1,7,235,4.85,4.9,4.95,4.97,4.92,4.8,2.5
4069642,2013-2016,f,other,37.67705,-122.40408,Entire home/apt,Small groups,2.0,1.0,298.0,30,180,136,4.4,4.43,4.64,4.68,4.36,4.37,1.44
4110223,2009-2012,t,Foster City,37.54003,-122.27529,Private room,Couple,1.0,1.0,100.0,1,1125,104,4.79,4.87,4.87,4.91,4.85,4.76,1.15
4110458,2009-2012,t,other,37.39364,-122.20183,Entire home/apt,Small groups,2.0,2.0,331.0,3,1125,78,4.86,4.92,4.64,4.91,4.97,4.68,0.83
4112109,2013-2016,f,Menlo Park,37.47692,-122.19635,Private room,Couple,1.0,2.0,48.0,1,100,132,4.95,4.99,4.98,4.98,4.87,4.91,1.42
4121064,2013-2016,t,San Mateo,37.57528,-122.31195,Private room,Couple,1.0,1.0,74.0,1,180,117,4.81,4.86,4.86,4.9,4.71,4.81,1.24
4128341,2009-2012,t,Foster City,37.53843,-122.27671,Private room,Couple,1.0,1.0,110.0,1,1125,89,4.9,4.92,4.94,4.92,4.87,4.82,0.95
4173544,2009-2012,f,Palo Alto,37.44281,-122.13414,Private room,Couple,1.0,1.0,79.0,1,1125,333,4.92,4.95,4.95,4.95,4.9,4.87,3.57
4197436,2013-2016,f,Belmont,37.51051,-122.29508,Private room,Single,1.0,1.0,113.0,2,1125,2,4.5,5.0,4.5,5.0,4.5,4.0,0.02
4202946,2013-2016,t,San Bruno,37.62881,-122.41011,Entire home/apt,Small groups,1.0,3.0,130.0,2,1125,254,4.89,4.95,4.94,4.92,4.67,4.84,2.71
4223873,2013-2016,f,Daly City,37.70184,-122.46738,Entire home/apt,Small groups,2.0,3.0,219.0,3,21,170,4.84,4.85,4.87,4.94,4.74,4.82,1.84
4262343,2009-2012,t,Palo Alto,37.45203,-122.12739,Entire home/apt,Couple,1.0,1.0,108.0,27,1125,36,4.86,4.86,4.94,4.97,4.67,4.81,0.39
4264068,2013-2016,f,Half Moon Bay,37.46223,-122.42885,Entire home/apt,Small groups,3.0,3.0,285.0,2,1125,24,4.78,4.95,4.64,4.87,4.96,4.87,0.26
4264514,2013-2016,f,Burlingame,37.57912,-122.36152,Private room,Couple,1.0,1.0,122.0,1,7,48,4.71,4.81,4.52,4.88,4.9,4.6,0.6
